category,intent,text,cleaned_text
software_issue,operating_system_update_error ,I get an error code every time it tries to update,i get an error code every time it tries to update
software_issue,operating_system_update_error ,It says the update is corrupted,it says the update is corrupted
software_issue,operating_system_update_error ,My computer is stuck at a certain percentage,my computer is stuck at a certain percentage
software_issue,operating_system_update_error ,The update is taking forever to download,the update is taking forever to download
software_issue,operating_system_update_error ,It says the update failed to configure,it says the update failed to configure
software_issue,operating_system_update_error ,My computer rolled back the changes after an update,my computer rolled back the changes after an update
software_issue,operating_system_update_error ,I get a blue screen during the update process,i get a blue screen during the update process
software_issue,operating_system_update_error ,The update won't finish installing,the update won't finish installing
software_issue,operating_system_update_error ,It says there was a problem with the update,it says there was a problem with the update
software_issue,operating_system_update_error ,My computer keeps trying and failing to update,my computer keeps trying and failing to update
software_issue,operating_system_update_error ,The update is stuck in a loop,the update is stuck in a loop
software_issue,operating_system_update_error ,I get an 'installation failed' message,i get an 'installation failed' message
software_issue,operating_system_update_error ,My computer won't start properly after an update,my computer won't start properly after an update
software_issue,cannot_access_shared_drive ,I can't open the shared drive,i can't open the shared drive
software_issue,cannot_access_shared_drive ,It says I don't have permission to access the folder,it says i don't have permission to access the folder
software_issue,cannot_access_shared_drive ,The network drive is not showing up,the network drive is not showing up
software_issue,cannot_access_shared_drive ,I get an 'access denied' error for the shared folder,i get an 'access denied' error for the shared folder
software_issue,cannot_access_shared_drive ,The shared drive is asking for a password I don't have,the shared drive is asking for a password i don't have
software_issue,cannot_access_shared_drive ,I can see the folder but I can't open it,i can see the folder but i can't open it
software_issue,cannot_access_shared_drive ,It says the network path was not found,it says the network path was not found
software_issue,cannot_access_shared_drive ,My mapped drive has a red X on it,my mapped drive has a red x on it
software_issue,cannot_access_shared_drive ,I can't save files to the team share,i can't save files to the team share
software_issue,cannot_access_shared_drive ,The shared drive has disappeared from my computer,the shared drive has disappeared from my computer
software_issue,cannot_access_shared_drive ,I get a 'location is not available' error,i get a 'location is not available' error
software_issue,cannot_access_shared_drive ,It says I need administrator permission to access this folder,it says i need administrator permission to access this folder
software_issue,cannot_access_shared_drive ,The connection to the shared drive keeps dropping,the connection to the shared drive keeps dropping
software_issue,cannot_access_shared_drive ,I can access it on one computer but not another,i can access it on one computer but not another
software_issue,cannot_access_shared_drive ,It says the drive is disconnected or unavailable,it says the drive is disconnected or unavailable
software_issue,audio_not_working ,I have no sound,i have no sound
software_issue,audio_not_working ,My speakers aren't working,my speakers aren't working
software_issue,audio_not_working ,The volume is up but I can't hear anything,the volume is up but i can't hear anything
software_issue,audio_not_working ,My headphones aren't being detected,my headphones aren't being detected
software_issue,audio_not_working ,There's no audio coming from the computer,there's no audio coming from the computer
software_issue,audio_not_working ,The sound is crackling or distorted,the sound is crackling or distorted
software_issue,audio_not_working ,My microphone isn't picking up my voice,my microphone isn't picking up my voice
software_issue,audio_not_working ,It says 'no audio output device installed',it says 'no audio output device installed'
software_issue,audio_not_working ,I can't hear anyone on my calls,i can't hear anyone on my calls
software_issue,audio_not_working ,The sound is coming from the wrong device,the sound is coming from the wrong device
software_issue,audio_not_working ,My speakers are plugged in but there's no sound,my speakers are plugged in but there's no sound
software_issue,audio_not_working ,The audio jack isn't working,the audio jack isn't working
software_issue,audio_not_working ,The sound cuts in and out,the sound cuts in and out
software_issue,audio_not_working ,People say they can't hear me in meetings,people say they can't hear me in meetings
software_issue,audio_not_working ,The audio is really quiet even at full volume,the audio is really quiet even at full volume
software_issue,blue_screen_of_death ,My computer showed a blue screen with an error,my computer showed a blue screen with an error
software_issue,blue_screen_of_death ,I got the blue screen of death,i got the blue screen of death
software_issue,blue_screen_of_death ,The computer crashed with a blue error screen,the computer crashed with a blue error screen
software_issue,blue_screen_of_death ,It restarted and showed a blue screen with a sad face,it restarted and showed a blue screen with a sad face
software_issue,blue_screen_of_death ,A blue screen popped up and my computer shut down,a blue screen popped up and my computer shut down
software_issue,blue_screen_of_death ,I'm getting random blue screen errors,i'm getting random blue screen errors
software_issue,blue_screen_of_death ,My computer keeps blue-screening,my computer keeps blue-screening
software_issue,blue_screen_of_death ,It showed a blue screen with white text and then rebooted,it showed a blue screen with white text and then rebooted
software_issue,blue_screen_of_death ,The system crashed with a stop code on a blue screen,the system crashed with a stop code on a blue screen
software_issue,blue_screen_of_death ,I got a fatal system error on a blue background,i got a fatal system error on a blue background
software_issue,blue_screen_of_death ,My computer blue-screened while I was working,my computer blue-screened while i was working
software_issue,blue_screen_of_death ,It displayed a blue screen and is now collecting data,it displayed a blue screen and is now collecting data
software_issue,blue_screen_of_death ,The blue screen appears every time I start my computer,the blue screen appears every time i start my computer
software_issue,blue_screen_of_death ,I got a memory management error on a blue screen,i got a memory management error on a blue screen
software_issue,blue_screen_of_death ,My computer showed a blue screen and won't start properly,my computer showed a blue screen and won't start properly
software_issue,webpage_loading_error ,The webpage won't load,the webpage won't load
software_issue,webpage_loading_error ,I'm getting a 404 error,i'm getting a 404 error
software_issue,webpage_loading_error ,The site is taking forever to load,the site is taking forever to load
software_issue,webpage_loading_error ,It says 'this page isn't working',it says 'this page isn't working'
software_issue,webpage_loading_error ,I get a 'connection timed out' message,i get a 'connection timed out' message
software_issue,webpage_loading_error ,The page is displaying a DNS error,the page is displaying a dns error
software_issue,webpage_loading_error ,The website is down,the website is down
software_issue,webpage_loading_error ,I see a 'server not found' error,i see a 'server not found' error
software_issue,webpage_loading_error ,The page loads but it's all broken and messed up,the page loads but it's all broken and messed up
software_issue,webpage_loading_error ,I get an 'access denied' error on the webpage,i get an 'access denied' error on the webpage
software_issue,webpage_loading_error ,It says 'your connection is not private',it says 'your connection is not private'
software_issue,webpage_loading_error ,The page keeps refreshing but never loads,the page keeps refreshing but never loads
software_issue,webpage_loading_error ,I get a 'too many redirects' error,i get a 'too many redirects' error
software_issue,webpage_loading_error ,Only some images on the page are loading,only some images on the page are loading
software_issue,webpage_loading_error ,The website says 'service unavailable',the website says 'service unavailable'
hardware_issue,computer_wont_start ,My computer won't turn on,my computer won't turn on
hardware_issue,computer_wont_start ,Nothing happens when I press the power button,nothing happens when i press the power button
hardware_issue,computer_wont_start ,There are no lights on my computer,there are no lights on my computer
hardware_issue,computer_wont_start ,The screen stays black when I try to start it,the screen stays black when i try to start it
hardware_issue,computer_wont_start ,It's completely dead,it's completely dead
hardware_issue,computer_wont_start ,I press the power button and get no response,i press the power button and get no response
hardware_issue,computer_wont_start ,The computer doesn't boot up,the computer doesn't boot up
hardware_issue,computer_wont_start ,It makes a beeping sound but won't start,it makes a beeping sound but won't start
hardware_issue,computer_wont_start ,The power is on but the screen is blank,the power is on but the screen is blank
hardware_issue,computer_wont_start ,It starts to power on but then shuts off immediately,it starts to power on but then shuts off immediately
hardware_issue,computer_wont_start ,I hear the fans but nothing appears on the screen,i hear the fans but nothing appears on the screen
hardware_issue,computer_wont_start ,The computer is plugged in but won't start,the computer is plugged in but won't start
hardware_issue,computer_wont_start ,The power light flashes but it won't boot,the power light flashes but it won't boot
hardware_issue,computer_wont_start ,It's stuck on the manufacturer's logo screen,it's stuck on the manufacturer's logo screen
hardware_issue,computer_wont_start ,The computer turns on but the monitor gets no signal,the computer turns on but the monitor gets no signal
hardware_issue,monitor_no_signal ,My monitor says 'no signal',my monitor says 'no signal'
hardware_issue,monitor_no_signal ,The screen says 'check video cable',the screen says 'check video cable'
hardware_issue,monitor_no_signal ,My monitor is on but the screen is black,my monitor is on but the screen is black
hardware_issue,monitor_no_signal ,It says 'no input detected',it says 'no input detected'
hardware_issue,monitor_no_signal ,The monitor light is amber instead of blue,the monitor light is amber instead of blue
hardware_issue,monitor_no_signal ,My screen is blank but the computer is on,my screen is blank but the computer is on
hardware_issue,monitor_no_signal ,The monitor goes to sleep and won't wake up,the monitor goes to sleep and won't wake up
hardware_issue,monitor_no_signal ,I get a 'signal out of range' error,i get a 'signal out of range' error
hardware_issue,monitor_no_signal ,The display is just black with a blinking cursor,the display is just black with a blinking cursor
hardware_issue,monitor_no_signal ,My second monitor isn't being detected,my second monitor isn't being detected
hardware_issue,monitor_no_signal ,The monitor works with another computer but not this one,the monitor works with another computer but not this one
hardware_issue,monitor_no_signal ,The screen flickers and then loses signal,the screen flickers and then loses signal
hardware_issue,monitor_no_signal ,It says 'no VGA signal' on the display,it says 'no vga signal' on the display
hardware_issue,monitor_no_signal ,The monitor stays in power save mode,the monitor stays in power save mode
hardware_issue,monitor_no_signal ,I get a 'cable not connected' message on the screen,i get a 'cable not connected' message on the screen
hardware_issue,keyboard_key_stuck ,A key on my keyboard is stuck,a key on my keyboard is stuck
hardware_issue,keyboard_key_stuck ,The spacebar isn't springing back up,the spacebar isn't springing back up
hardware_issue,keyboard_key_stuck ,My 'E' key is sticking down,my 'e' key is sticking down
hardware_issue,keyboard_key_stuck ,A key is physically jammed,a key is physically jammed
hardware_issue,keyboard_key_stuck ,There's something under my keyboard key,there's something under my keyboard key
hardware_issue,keyboard_key_stuck ,The keycap came off and won't go back on,the keycap came off and won't go back on
hardware_issue,keyboard_key_stuck ,My keyboard is repeating letters because a key is stuck,my keyboard is repeating letters because a key is stuck
hardware_issue,keyboard_key_stuck ,The shift key is stuck down,the shift key is stuck down
hardware_issue,keyboard_key_stuck ,I spilled something and now keys are sticking,i spilled something and now keys are sticking
hardware_issue,keyboard_key_stuck ,The enter key won't press properly,the enter key won't press properly
hardware_issue,keyboard_key_stuck ,My backspace key is stuck in the down position,my backspace key is stuck in the down position
hardware_issue,keyboard_key_stuck ,There's a crunching sound when I press a key,there's a crunching sound when i press a key
hardware_issue,keyboard_key_stuck ,The key feels mushy and doesn't click anymore,the key feels mushy and doesn't click anymore
hardware_issue,keyboard_key_stuck ,Multiple keys are stuck together,multiple keys are stuck together
hardware_issue,keyboard_key_stuck ,The keyboard tray collapsed and now keys are stuck,the keyboard tray collapsed and now keys are stuck
hardware_issue,mouse_not_detected ,My mouse isn't working,my mouse isn't working
hardware_issue,mouse_not_detected ,The computer isn't recognizing my mouse,the computer isn't recognizing my mouse
hardware_issue,mouse_not_detected ,The cursor isn't moving,the cursor isn't moving
hardware_issue,mouse_not_detected ,My wireless mouse isn't connecting,my wireless mouse isn't connecting
hardware_issue,mouse_not_detected ,It says 'USB device not recognized' for my mouse,it says 'usb device not recognized' for my mouse
hardware_issue,mouse_not_detected ,The mouse lights up but doesn't work,the mouse lights up but doesn't work
hardware_issue,mouse_not_detected ,My Bluetooth mouse won't pair,my bluetooth mouse won't pair
hardware_issue,mouse_not_detected ,The cursor is frozen on the screen,the cursor is frozen on the screen
hardware_issue,mouse_not_detected ,I get a 'driver error' for my mouse,i get a 'driver error' for my mouse
hardware_issue,mouse_not_detected ,The mouse was working and then suddenly stopped,the mouse was working and then suddenly stopped
hardware_issue,mouse_not_detected ,My mouse won't scroll anymore,my mouse won't scroll anymore
hardware_issue,mouse_not_detected ,The computer doesn't detect my mouse when I plug it in,the computer doesn't detect my mouse when i plug it in
hardware_issue,mouse_not_detected ,The right-click button isn't working,the right-click button isn't working
hardware_issue,mouse_not_detected ,My gaming mouse isn't being detected by its software,my gaming mouse isn't being detected by its software
hardware_issue,mouse_not_detected ,The mouse pointer disappears from the screen,the mouse pointer disappears from the screen
hardware_issue,no_network_connection ,I can't connect to the network,i can't connect to the network
hardware_issue,no_network_connection ,My Wi-Fi isn't showing up,my wi-fi isn't showing up
hardware_issue,no_network_connection ,It says 'No networks found',it says 'no networks found'
hardware_issue,no_network_connection ,I'm not connected to any network,i'm not connected to any network
hardware_issue,no_network_connection ,The Wi-Fi is disabled and I can't enable it,the wi-fi is disabled and i can't enable it
hardware_issue,no_network_connection ,My Ethernet cable isn't working,my ethernet cable isn't working
hardware_issue,no_network_connection ,The network adapter has a yellow exclamation mark,the network adapter has a yellow exclamation mark
hardware_issue,no_network_connection ,I get an 'IP configuration error',i get an 'ip configuration error'
hardware_issue,no_network_connection ,The network icon has a red X on it,the network icon has a red x on it
hardware_issue,no_network_connection ,I can't see any available networks,i can't see any available networks
hardware_issue,no_network_connection ,It says 'Limited connectivity',it says 'limited connectivity'
hardware_issue,no_network_connection ,My computer won't obtain an IP address,my computer won't obtain an ip address
hardware_issue,no_network_connection ,The network connections folder is empty,the network connections folder is empty
hardware_issue,no_network_connection ,I get an 'unidentified network' error,i get an 'unidentified network' error
hardware_issue,no_network_connection ,The network adapter is missing from Device Manager,the network adapter is missing from device manager
hardware_issue,printer_paper_jam ,There's a paper jam in the printer,there's a paper jam in the printer
hardware_issue,printer_paper_jam ,The printer says 'paper jam' but I can't find it,the printer says 'paper jam' but i can't find it
hardware_issue,printer_paper_jam ,Paper is stuck in the printer,paper is stuck in the printer
hardware_issue,printer_paper_jam ,It keeps saying 'clear paper path',it keeps saying 'clear paper path'
hardware_issue,printer_paper_jam ,I pulled out a torn piece of paper and it still says jammed,i pulled out a torn piece of paper and it still says jammed
hardware_issue,printer_paper_jam ,The printer is jammed and won't print,the printer is jammed and won't print
hardware_issue,printer_paper_jam ,There's a piece of paper stuck deep inside,there's a piece of paper stuck deep inside
hardware_issue,printer_paper_jam ,The error light is blinking for a paper jam,the error light is blinking for a paper jam
hardware_issue,printer_paper_jam ,The paper is wrinkled and stuck in the rollers,the paper is wrinkled and stuck in the rollers
hardware_issue,printer_paper_jam ,It says 'open door to clear jam',it says 'open door to clear jam'
hardware_issue,printer_paper_jam ,The paper tray is empty but it says there's a jam,the paper tray is empty but it says there's a jam
hardware_issue,printer_paper_jam ,The printer makes a grinding noise when I try to print,the printer makes a grinding noise when i try to print
hardware_issue,printer_paper_jam ,The paper is only halfway through and stuck,the paper is only halfway through and stuck
hardware_issue,printer_paper_jam ,I cleared one jam but it says there's another,i cleared one jam but it says there's another
hardware_issue,printer_paper_jam ,The display shows 'jam in rear output',the display shows 'jam in rear output'
hardware_issue,loud_fan_noise ,My computer fan is really loud,my computer fan is really loud
hardware_issue,loud_fan_noise ,The fan is making a grinding noise,the fan is making a grinding noise
hardware_issue,loud_fan_noise ,It sounds like a jet engine taking off,it sounds like a jet engine taking off
hardware_issue,loud_fan_noise ,There's a rattling sound coming from my computer,there's a rattling sound coming from my computer
hardware_issue,loud_fan_noise ,The fan is running at full speed all the time,the fan is running at full speed all the time
hardware_issue,loud_fan_noise ,My laptop is making a whirring noise,my laptop is making a whirring noise
hardware_issue,loud_fan_noise ,The fan is buzzing loudly,the fan is buzzing loudly
hardware_issue,loud_fan_noise ,It sounds like something is hitting the fan blades,it sounds like something is hitting the fan blades
hardware_issue,loud_fan_noise ,The computer is noisier than it used to be,the computer is noisier than it used to be
hardware_issue,loud_fan_noise ,The fan keeps cycling on and off loudly,the fan keeps cycling on and off loudly
hardware_issue,loud_fan_noise ,There's a high-pitched whining sound from the fan,there's a high-pitched whining sound from the fan
hardware_issue,loud_fan_noise ,My computer is vibrating from the fan noise,my computer is vibrating from the fan noise
hardware_issue,loud_fan_noise ,The fan gets extremely loud when I open certain programs,the fan gets extremely loud when i open certain programs
hardware_issue,loud_fan_noise ,I hear a clicking sound from the cooling fan,i hear a clicking sound from the cooling fan
hardware_issue,loud_fan_noise ,The fan is so loud I can't concentrate,the fan is so loud i can't concentrate
hardware_issue,cracked_laptop_screen ,My laptop screen is cracked,my laptop screen is cracked
hardware_issue,cracked_laptop_screen ,The display is broken,the display is broken
hardware_issue,cracked_laptop_screen ,There are black splotches and cracks on the screen,there are black splotches and cracks on the screen
hardware_issue,cracked_laptop_screen ,The glass is shattered but it still turns on,the glass is shattered but it still turns on
hardware_issue,cracked_laptop_screen ,I closed my laptop on something and the screen broke,i closed my laptop on something and the screen broke
hardware_issue,cracked_laptop_screen ,My screen has lines running through it,my screen has lines running through it
hardware_issue,cracked_laptop_screen ,The LCD is leaking and there's a crack,the lcd is leaking and there's a crack
hardware_issue,cracked_laptop_screen ,Part of the screen is black and it's cracked,part of the screen is black and it's cracked
hardware_issue,cracked_laptop_screen ,The touchscreen is cracked and doesn't respond,the touchscreen is cracked and doesn't respond
hardware_issue,cracked_laptop_screen ,There's a web of cracks across my display,there's a web of cracks across my display
hardware_issue,cracked_laptop_screen ,My screen got pressed too hard and now it's broken,my screen got pressed too hard and now it's broken
hardware_issue,cracked_laptop_screen ,The screen is flexing and has cracks along the edge,the screen is flexing and has cracks along the edge
hardware_issue,cracked_laptop_screen ,It looks like an impact point with cracks spreading out,it looks like an impact point with cracks spreading out
